2.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,9.414135089589619199e-01
2.000000000000000000e+00,2.882501768953026566e+00
2.000000000000000000e+00,4.275885842109276247e+00
2.000000000000000000e+00,5.802857428941483597e+00
2.000000000000000000e+00,8.295781312262137774e+00
2.000000000000000000e+00,9.909005302145084570e+00
2.000000000000000000e+00,1.181490676407362450e+01
2.000000000000000000e+00,1.255038467247132061e+01
2.000000000000000000e+00,1.453237601536218904e+01
2.000000000000000000e+00,1.484468071624460528e+01
2.000000000000000000e+00,1.375479495976687616e+01
2.000000000000000000e+00,1.294369961570098226e+01
2.000000000000000000e+00,1.364569040883672457e+01
2.000000000000000000e+00,1.501076452961362584e+01
2.000000000000000000e+00,1.487475346820164646e+01
2.000000000000000000e+00,1.554020063552255948e+01
2.000000000000000000e+00,1.548320597996265846e+01
2.000000000000000000e+00,1.393053955390906751e+01
2.000000000000000000e+00,1.289315666506963431e+01
2.000000000000000000e+00,1.465446546641213921e+01
2.000000000000000000e+00,1.478406651264594629e+01
2.000000000000000000e+00,1.429848437219106927e+01
2.000000000000000000e+00,1.208131052813024020e+01
2.000000000000000000e+00,1.083770106487783735e+01
-2.000000000000000000e+00,9.617015430211610649e+00
-2.000000000000000000e+00,5.117285337701316550e+00
-2.000000000000000000e+00,1.291198142064579057e+00
-2.000000000000000000e+00,-1.073332111282136125e+00
-2.000000000000000000e+00,-2.615175370598972648e+00
-2.000000000000000000e+00,-4.640513938053663523e+00
-2.000000000000000000e+00,-6.921305647247605997e+00
-2.000000000000000000e+00,-7.295349045234885921e+00
-2.000000000000000000e+00,-8.347711317622497518e+00
-2.000000000000000000e+00,-9.189954156504679617e+00
-2.000000000000000000e+00,-9.555087362311335042e+00
-2.000000000000000000e+00,-8.852777257059811333e+00
-2.000000000000000000e+00,-8.455499704563207430e+00
-2.000000000000000000e+00,-9.187610581361051132e+00
-2.000000000000000000e+00,-1.044932976232225386e+01
-2.000000000000000000e+00,-1.067090995188559432e+01
-2.000000000000000000e+00,-1.052369797819030417e+01
-2.000000000000000000e+00,-1.176099777179212502e+01
-2.000000000000000000e+00,-1.263367045144400258e+01
-2.000000000000000000e+00,-1.279831542674569533e+01
-2.000000000000000000e+00,-1.218634204589617731e+01
-2.000000000000000000e+00,-1.289423966002435940e+01
-2.000000000000000000e+00,-1.328952311906056138e+01
-2.000000000000000000e+00,-1.375707435018809477e+01
-2.000000000000000000e+00,-1.426110575651089185e+01
-2.000000000000000000e+00,-1.343145818782825707e+01
-2.000000000000000000e+00,-1.198900524683389612e+01
-2.000000000000000000e+00,-1.374375258994974125e+01
-2.000000000000000000e+00,-1.414017550302253134e+01
-2.000000000000000000e+00,-1.331655824811152122e+01
2.000000000000000000e+00,-1.175225578693949302e+01
2.000000000000000000e+00,-8.317999974226321314e+00
2.000000000000000000e+00,-3.920852032294515510e+00
2.000000000000000000e+00,-3.201685693449820569e-01
2.000000000000000000e+00,4.469215695749140238e+00
2.000000000000000000e+00,6.604005288436539445e+00
2.000000000000000000e+00,7.783728559153797022e+00
2.000000000000000000e+00,7.479076501592491155e+00
2.000000000000000000e+00,6.543396899575478542e+00
2.000000000000000000e+00,6.739234182980618826e+00
2.000000000000000000e+00,7.221522312371151386e+00
2.000000000000000000e+00,7.777986717158757557e+00
2.000000000000000000e+00,8.457646836896733689e+00
2.000000000000000000e+00,8.042828097537583432e+00
2.000000000000000000e+00,8.500872799212309872e+00
-2.000000000000000000e+00,9.718334474022174874e+00
-2.000000000000000000e+00,5.822128241719354946e+00
-2.000000000000000000e+00,1.120414435113243901e+00
-2.000000000000000000e+00,-9.075099906031736108e-01
-2.000000000000000000e+00,-2.931033858719664487e+00
-2.000000000000000000e+00,-6.685279959188243915e+00
-2.000000000000000000e+00,-8.632385793964639120e+00
-2.000000000000000000e+00,-7.980946203654910143e+00
-2.000000000000000000e+00,-8.278773495964482976e+00
-2.000000000000000000e+00,-1.001134781425504094e+01
-2.000000000000000000e+00,-1.288785432170668876e+01
-2.000000000000000000e+00,-1.512536156081542593e+01
-2.000000000000000000e+00,-1.504198195580862496e+01
-2.000000000000000000e+00,-1.556973856077388518e+01
-2.000000000000000000e+00,-1.752000889809581707e+01
-2.000000000000000000e+00,-1.942771956651166931e+01
-2.000000000000000000e+00,-2.011811962288105349e+01
-2.000000000000000000e+00,-2.079573104001921635e+01
-2.000000000000000000e+00,-1.884371727060472068e+01
-2.000000000000000000e+00,-1.471339932642075254e+01
-2.000000000000000000e+00,-1.070567726441712253e+01
-2.000000000000000000e+00,-9.755993875333290433e+00
-2.000000000000000000e+00,-1.017774681916945667e+01
-2.000000000000000000e+00,-9.183242849231753269e+00
-2.000000000000000000e+00,-6.640761536149208055e+00
-2.000000000000000000e+00,-6.012911058500680639e+00
-2.000000000000000000e+00,-6.786215547596222031e+00
-2.000000000000000000e+00,-8.914487668688572342e+00
-2.000000000000000000e+00,-1.121938663700832528e+01
-2.000000000000000000e+00,-1.283102772743227504e+01
-2.000000000000000000e+00,-1.223541862787218548e+01
-2.000000000000000000e+00,-1.243868765368989493e+01
-2.000000000000000000e+00,-1.230362224847207919e+01
-2.000000000000000000e+00,-1.161910136264515181e+01
-2.000000000000000000e+00,-1.123836095824956516e+01
-2.000000000000000000e+00,-1.025733462644218541e+01
-2.000000000000000000e+00,-9.364735758673747412e+00
-2.000000000000000000e+00,-7.939455339917338428e+00
-2.000000000000000000e+00,-6.690406268468585438e+00
-2.000000000000000000e+00,-7.278428617296774483e+00
-2.000000000000000000e+00,-8.340351386724343286e+00
-2.000000000000000000e+00,-9.797643226309979525e+00
-2.000000000000000000e+00,-1.026825304185732612e+01
-2.000000000000000000e+00,-1.189398292882037822e+01
-2.000000000000000000e+00,-1.427912677286611576e+01
-2.000000000000000000e+00,-1.405239892817072622e+01
-2.000000000000000000e+00,-1.300342740689643684e+01
-2.000000000000000000e+00,-1.304700661625887292e+01
-2.000000000000000000e+00,-1.182482617188439278e+01
-2.000000000000000000e+00,-1.168048507270377812e+01
-2.000000000000000000e+00,-9.986368991091019609e+00
-2.000000000000000000e+00,-8.296252286369711015e+00
-2.000000000000000000e+00,-6.668477157373135178e+00
-2.000000000000000000e+00,-7.855431943615493573e+00
-2.000000000000000000e+00,-9.407553699140045467e+00
-2.000000000000000000e+00,-1.059312586921088162e+01
-2.000000000000000000e+00,-1.217467668153404681e+01
-2.000000000000000000e+00,-1.299818533534724274e+01
-2.000000000000000000e+00,-1.363331065300275213e+01
-2.000000000000000000e+00,-1.301228756044532453e+01
2.000000000000000000e+00,-1.057659007673659879e+01
2.000000000000000000e+00,-5.740835334220438568e+00
2.000000000000000000e+00,-9.889756535950369187e-01
2.000000000000000000e+00,2.216424224226671402e+00
2.000000000000000000e+00,2.640567645145997844e+00
2.000000000000000000e+00,4.172051177226324015e+00
2.000000000000000000e+00,6.648617990137410061e+00
2.000000000000000000e+00,7.504982327911694284e+00
2.000000000000000000e+00,7.995272769447824501e+00
2.000000000000000000e+00,8.516725996706664858e+00
2.000000000000000000e+00,1.088730045994741502e+01
2.000000000000000000e+00,1.296996732892816340e+01
2.000000000000000000e+00,1.250444151295866746e+01
2.000000000000000000e+00,1.187789323192846780e+01
2.000000000000000000e+00,1.332464972727165176e+01
2.000000000000000000e+00,1.329658399095167098e+01
2.000000000000000000e+00,1.293426788930217342e+01
2.000000000000000000e+00,1.341832636996084460e+01
2.000000000000000000e+00,1.172774509074137761e+01
2.000000000000000000e+00,1.145784047021366980e+01
2.000000000000000000e+00,1.209303318884223444e+01
2.000000000000000000e+00,1.198624829879182840e+01
2.000000000000000000e+00,1.138538018413162867e+01
2.000000000000000000e+00,9.784074310471128300e+00
2.000000000000000000e+00,7.935571974580721388e+00
2.000000000000000000e+00,8.392246983426694840e+00
2.000000000000000000e+00,9.988731923597068629e+00
-2.000000000000000000e+00,1.075172359176709946e+01
-2.000000000000000000e+00,7.830573144030656074e+00
-2.000000000000000000e+00,2.780080684205069375e+00
-2.000000000000000000e+00,-1.593205796673195174e+00
-2.000000000000000000e+00,-4.644116417173193234e+00
-2.000000000000000000e+00,-5.724429942121472159e+00
-2.000000000000000000e+00,-6.750917225442759850e+00
-2.000000000000000000e+00,-7.975637524808724343e+00
-2.000000000000000000e+00,-7.462135659471518245e+00
-2.000000000000000000e+00,-6.838848176225822861e+00
-2.000000000000000000e+00,-5.308028320532325317e+00
-2.000000000000000000e+00,-5.337796524620348038e+00
-2.000000000000000000e+00,-7.044758502569605341e+00
-2.000000000000000000e+00,-7.655654209865268456e+00
-2.000000000000000000e+00,-7.798233539125693170e+00
-2.000000000000000000e+00,-8.191489171445086370e+00
-2.000000000000000000e+00,-9.911254596677700590e+00
-2.000000000000000000e+00,-1.086909108161736448e+01
-2.000000000000000000e+00,-1.171524339129305936e+01
-2.000000000000000000e+00,-1.196597911423380545e+01
-2.000000000000000000e+00,-1.068359657077623481e+01
-2.000000000000000000e+00,-1.156330276990018469e+01
-2.000000000000000000e+00,-1.247315555552465050e+01
-2.000000000000000000e+00,-1.245793749292698926e+01
-2.000000000000000000e+00,-1.176388899586422809e+01
-2.000000000000000000e+00,-1.084702794587935770e+01
-2.000000000000000000e+00,-8.846581460059699253e+00
-2.000000000000000000e+00,-7.073825633221624720e+00
-2.000000000000000000e+00,-7.165866250398662984e+00
-2.000000000000000000e+00,-8.117351096613202088e+00
-2.000000000000000000e+00,-9.991472285489063410e+00
-2.000000000000000000e+00,-1.200483139371603158e+01
-2.000000000000000000e+00,-1.184237815006018657e+01
-2.000000000000000000e+00,-1.039643198781860534e+01
-2.000000000000000000e+00,-8.827915999700485017e+00
-2.000000000000000000e+00,-9.573316828963401193e+00
-2.000000000000000000e+00,-1.065668825512257634e+01
-2.000000000000000000e+00,-1.083022807900061579e+01
-2.000000000000000000e+00,-9.803994339059419971e+00
-2.000000000000000000e+00,-9.044039929129795041e+00
-2.000000000000000000e+00,-1.101129494304095147e+01
-2.000000000000000000e+00,-1.293156388659296141e+01
-2.000000000000000000e+00,-1.349983348810224904e+01
-2.000000000000000000e+00,-1.383337799448304395e+01
-2.000000000000000000e+00,-1.473623551586883984e+01
-2.000000000000000000e+00,-1.634370064289962698e+01
-2.000000000000000000e+00,-1.649333306905505481e+01
-2.000000000000000000e+00,-1.459748428264186693e+01
-2.000000000000000000e+00,-1.208267906680070247e+01
-2.000000000000000000e+00,-1.116016418073366268e+01
-2.000000000000000000e+00,-1.075956184115456260e+01
-2.000000000000000000e+00,-1.116170452927146606e+01
-2.000000000000000000e+00,-1.150873026086075868e+01
-2.000000000000000000e+00,-1.213969192399650332e+01
-2.000000000000000000e+00,-1.147581056585236325e+01
-2.000000000000000000e+00,-1.126631539644261082e+01
-2.000000000000000000e+00,-1.089651498215850900e+01
-2.000000000000000000e+00,-1.035041171823355555e+01
-2.000000000000000000e+00,-1.235296167748920482e+01
-2.000000000000000000e+00,-1.342437938956560117e+01
-2.000000000000000000e+00,-1.307724764723437438e+01
-2.000000000000000000e+00,-1.256623216495513162e+01
